transaction_id,transaction_time,amount,id_fraud
1,2024-11-13 23:37:05.402336,533.0568431190343,1
2,2024-03-12 23:37:05.402427,52.771713285604484,0
3,2024-05-29 23:37:05.402443,337.2676739157267,0
4,2024-11-09 23:37:05.402452,135.28026226203528,0
5,2024-12-14 23:37:05.402460,64.31159550229498,0
6,2024-08-19 23:37:05.402468,989.9702721575553,0
7,2025-02-03 23:37:05.402475,323.03149112974825,0
8,2024-11-13 23:37:05.402482,810.0645714087802,0
9,2024-10-25 23:37:05.402488,255.3860141090001,0
10,2024-07-24 23:37:05.402495,681.8212195017053,0
11,2024-03-30 23:37:05.402502,760.4676320297968,0
12,2024-11-28 23:37:05.402510,596.0431018672365,0
13,2024-11-16 23:37:05.402517,472.1046123616082,0
14,2024-03-01 23:37:05.402524,412.42907323312124,0
15,2024-09-25 23:37:05.402531,349.5193982764523,0
16,2024-10-16 23:37:05.402538,929.599615103578,1
17,2024-09-27 23:37:05.402544,830.7887883799414,0
18,2024-04-21 23:37:05.402551,965.0618837558461,0
19,2024-06-11 23:37:05.402558,125.17292626205918,1
20,2024-03-17 23:37:05.402565,731.1366077284406,0
21,2024-05-06 23:37:05.402572,938.4021163642168,0
22,2024-08-16 23:37:05.402579,182.0518330994945,0
23,2024-05-23 23:37:05.402586,67.42977109941071,0
24,2024-09-16 23:37:05.402593,741.379528640769,0
25,2024-04-16 23:37:05.402600,574.898640066732,0
26,2025-02-02 23:37:05.402607,841.9869479815138,0
27,2024-06-16 23:37:05.402614,140.63260424966322,0
28,2024-07-03 23:37:05.402621,795.4720445480303,1
29,2024-03-16 23:37:05.402628,202.4256927276968,0
30,2025-01-06 23:37:05.402634,164.49228692283882,0
31,2024-12-27 23:37:05.402641,165.10153213306194,0
32,2024-09-07 23:37:05.402648,814.7601455111508,0
33,2024-08-20 23:37:05.402654,665.5320234755039,0
34,2024-05-29 23:37:05.402661,523.5423593443502,0
35,2024-08-18 23:37:05.402668,359.471653639379,0
36,2024-09-02 23:37:05.402675,877.3233402722951,0
37,2025-01-04 23:37:05.402682,393.05266231521273,0
38,2024-02-26 23:37:05.402688,816.7828400321055,0
39,2024-12-31 23:37:05.402696,439.6957736616482,0
40,2024-06-25 23:37:05.402702,377.5674849954827,0
41,2024-04-10 23:37:05.402709,463.2171058839368,0
42,2024-10-16 23:37:05.402716,302.0764962899779,0
43,2024-04-23 23:37:05.402723,747.8617707960749,0
44,2024-10-12 23:37:05.402730,503.2176697023867,0
45,2025-02-03 23:37:05.402736,232.9804824516705,0
46,2024-04-01 23:37:05.402743,899.6749987012939,0
47,2024-09-10 23:37:05.402750,384.5073301518382,0
48,2024-05-26 23:37:05.402756,544.0093082528746,0
49,2024-11-27 23:37:05.402763,906.5656388535824,0
50,2024-04-14 23:37:05.402770,624.6137579180781,0
51,2025-02-10 23:37:05.402777,117.7811426676557,0
52,2024-06-27 23:37:05.402784,939.8922914898617,0
53,2024-06-04 23:37:05.402790,628.0803450183464,0
54,2024-03-15 23:37:05.402798,335.57070904242903,0
55,2025-01-02 23:37:05.402805,140.13280059072386,1
56,2024-03-21 23:37:05.402812,794.2311640810257,0
57,2024-11-24 23:37:05.402819,620.452683172585,1
58,2024-06-05 23:37:05.402825,533.9276308843451,0
59,2025-01-20 23:37:05.402833,893.9986904679067,0
60,2024-08-02 23:37:05.402839,788.8086140133062,0
61,2024-12-05 23:37:05.402846,152.52320485301843,0
62,2025-01-05 23:37:05.402852,312.41034572775266,0
63,2024-03-01 23:37:05.402859,249.24065067465128,0
64,2025-02-22 23:37:05.402866,744.2023462801043,0
65,2025-01-01 23:37:05.402873,34.4989023010436,0
66,2024-11-10 23:37:05.402880,570.3197951864452,0
67,2024-06-09 23:37:05.402887,762.6962270549499,0
68,2024-04-20 23:37:05.402894,876.8888711249878,0
69,2024-08-17 23:37:05.402901,342.73966696719157,0
70,2024-07-21 23:37:05.402908,821.4360473673408,0
71,2025-01-11 23:37:05.402914,111.52110521825202,0
72,2024-09-15 23:37:05.402921,846.6058394427837,0
73,2024-08-06 23:37:05.402928,128.36117366965044,0
74,2024-05-30 23:37:05.402935,397.8900032698069,1
75,2024-03-10 23:37:05.402942,797.498070413774,0
76,2024-04-26 23:37:05.402949,150.76750992142502,0
77,2024-05-29 23:37:05.402956,230.02214383740883,0
78,2024-07-24 23:37:05.402966,722.5303158246733,0
79,2024-06-17 23:37:05.402973,720.3165000095282,0
80,2024-08-18 23:37:05.402980,641.506485252412,0
81,2024-05-04 23:37:05.402987,694.2544960226329,0
82,2024-07-26 23:37:05.402994,543.1817189042486,0
83,2024-07-31 23:37:05.403000,252.5472598480458,0
84,2024-07-02 23:37:05.403007,346.35029751041554,0
85,2024-03-23 23:37:05.403014,182.41611908462426,0
86,2025-01-02 23:37:05.403021,908.5421107722947,0
87,2024-05-20 23:37:05.403028,583.8084029713543,0
88,2024-07-22 23:37:05.403034,401.45056534687626,0
89,2024-06-17 23:37:05.403041,462.54379784048854,0
90,2024-08-20 23:37:05.403048,947.3360562722036,0
91,2025-01-14 23:37:05.403054,154.19805171296412,0
92,2024-09-20 23:37:05.403061,586.6436021847804,0
93,2025-02-09 23:37:05.403068,506.3827902055815,0
94,2024-04-29 23:37:05.403075,611.8427811992132,0
95,2024-12-21 23:37:05.403083,19.092073637019666,0
96,2024-03-16 23:37:05.403089,872.2517850352074,0
97,2024-04-03 23:37:05.403096,932.1861642011288,0
98,2025-02-15 23:37:05.403103,565.5680504056197,0
99,2024-03-17 23:37:05.403110,696.9541730530153,0
100,2024-10-18 23:37:05.403117,922.5768817961184,0
101,2024-10-11 23:37:05.403124,707.5313956790852,1
102,2024-12-23 23:37:05.403130,153.3865038713471,0
103,2024-10-08 23:37:05.403137,576.7120718066463,0
104,2024-12-05 23:37:05.403144,607.108331336473,0
105,2024-09-14 23:37:05.403150,424.7065406310836,0
106,2024-05-11 23:37:05.403157,736.7077913890981,0
107,2024-06-08 23:37:05.403164,934.4326477542459,0
108,2024-07-08 23:37:05.403171,925.6429443938696,0
109,2025-01-14 23:37:05.403177,451.388532032728,0
110,2025-01-27 23:37:05.403185,114.1248077949145,0
111,2024-10-12 23:37:05.403192,984.8563577633722,0
112,2024-08-07 23:37:05.403199,839.0591883594882,0
113,2024-04-02 23:37:05.403206,125.53801852206358,0
114,2024-06-01 23:37:05.403212,920.9210407347549,0
115,2025-01-22 23:37:05.403219,870.0264657000662,0
116,2025-01-07 23:37:05.403226,519.319219068946,1
117,2024-12-24 23:37:05.403233,591.6841603091843,0
118,2024-07-23 23:37:05.403240,399.6037011662601,0
119,2024-05-07 23:37:05.403246,55.7068771832093,0
120,2024-11-17 23:37:05.403253,335.862044404255,0
121,2024-09-05 23:37:05.403260,803.0505951494134,0
122,2024-03-01 23:37:05.403267,5.627390981598256,0
123,2024-07-25 23:37:05.403274,334.16567251945304,0
124,2025-01-20 23:37:05.403280,398.77052489735235,0
125,2024-07-12 23:37:05.403287,537.858207334985,0
126,2024-11-15 23:37:05.403293,919.9357607963477,0
127,2024-10-16 23:37:05.403300,346.9996483715953,0
128,2024-06-12 23:37:05.403307,347.60624869433144,1
129,2025-02-19 23:37:05.403313,737.7637468616387,0
130,2024-07-21 23:37:05.403320,452.76572294891736,0
131,2024-06-14 23:37:05.403327,225.38021811704198,1
132,2024-03-02 23:37:05.403334,452.9870766165607,0
133,2024-05-17 23:37:05.403341,141.71616335942005,0
134,2024-08-01 23:37:05.403348,177.21059951971708,0
135,2025-02-09 23:37:05.403354,498.86940496674026,0
136,2024-03-15 23:37:05.403361,419.50652405504337,0
137,2025-01-13 23:37:05.403368,914.9310551670319,0
138,2024-08-29 23:37:05.403375,363.0315052175165,0
139,2024-12-23 23:37:05.403381,581.0077619277654,0
140,2024-03-09 23:37:05.403388,632.6320236316109,0
141,2024-07-08 23:37:05.403395,14.081362131745303,0
142,2024-06-28 23:37:05.403402,663.8738346446938,0
143,2025-01-03 23:37:05.403408,178.85793090288166,0
144,2024-11-20 23:37:05.403415,961.1092471519856,0
145,2024-07-17 23:37:05.403421,149.51406502535986,0
146,2024-07-08 23:37:05.403428,415.2094996032967,0
147,2024-07-02 23:37:05.403435,86.26431841056521,0
148,2024-10-04 23:37:05.403441,996.8773775941014,0
149,2024-09-06 23:37:05.403448,502.69281532091134,0
150,2025-01-26 23:37:05.403455,595.7896323027237,0
151,2025-01-19 23:37:05.403461,68.00940091103905,0
152,2025-02-11 23:37:05.403468,750.2105099287786,0
153,2024-09-17 23:37:05.403474,210.6956875024902,0
154,2024-04-03 23:37:05.403481,898.156235151273,0
155,2024-08-21 23:37:05.403488,205.93450084152516,0
156,2024-06-26 23:37:05.403494,191.4970329430029,0
157,2024-11-30 23:37:05.403501,37.513118180246785,0
158,2024-05-16 23:37:05.403514,472.5948781648892,0
159,2024-12-20 23:37:05.403522,565.2762921293538,0
160,2024-09-07 23:37:05.403529,66.64293078892402,0
161,2025-01-10 23:37:05.403535,775.7520890783155,0
162,2024-12-24 23:37:05.403542,453.8355459132796,0
163,2024-10-13 23:37:05.403548,524.8658790582524,0
164,2024-05-16 23:37:05.403555,441.3219841912899,0
165,2025-01-27 23:37:05.403562,401.36229781445064,1
166,2024-11-08 23:37:05.403568,560.0806909769096,0
167,2025-01-11 23:37:05.403575,156.0850056847818,0
168,2024-03-21 23:37:05.403581,182.74620236477585,0
169,2024-05-14 23:37:05.403588,861.9238353925037,0
170,2024-03-30 23:37:05.403595,946.169346671499,0
171,2024-10-19 23:37:05.403602,373.9360069634732,0
172,2024-03-13 23:37:05.403609,271.4739284704102,0
173,2024-07-08 23:37:05.403616,644.3555436957768,0
174,2024-08-18 23:37:05.403624,409.3254369269983,0
175,2024-07-14 23:37:05.403631,26.360969304684517,0
176,2024-05-17 23:37:05.403637,156.99644476882418,0
177,2024-10-26 23:37:05.403644,716.2562566185501,0
178,2024-10-31 23:37:05.403651,659.2650179682412,0
179,2024-07-06 23:37:05.403658,28.068896510980007,0
180,2024-06-10 23:37:05.403664,222.7501897710165,0
181,2024-03-02 23:37:05.403671,231.84372179148332,0
182,2024-08-10 23:37:05.403678,672.2208508551297,0
183,2024-10-10 23:37:05.403685,20.69082721660979,0
184,2024-04-12 23:37:05.403691,105.00447340258927,0
185,2024-09-12 23:37:05.403698,800.1161692878162,0
186,2024-07-14 23:37:05.403705,179.36611739227928,0
187,2024-04-23 23:37:05.403712,653.0933617440228,0
188,2024-07-05 23:37:05.403718,238.9445982656798,0
189,2024-09-05 23:37:05.403725,100.34195136658582,0
190,2024-09-25 23:37:05.403732,243.92901880845463,1
191,2024-04-15 23:37:05.403738,722.5446649238035,0
192,2024-09-17 23:37:05.403745,855.8407716381795,0
193,2024-11-20 23:37:05.403752,830.3896447024246,0
194,2024-07-06 23:37:05.403758,397.78634608883635,0
195,2024-08-28 23:37:05.403765,668.4170514340756,0
196,2024-11-03 23:37:05.403772,205.77931112040514,0
197,2024-04-12 23:37:05.403778,293.8545825307522,0
198,2025-01-03 23:37:05.403785,896.4394827025986,0
199,2024-06-01 23:37:05.403792,13.988921587225299,0
200,2024-05-05 23:37:05.403799,86.42302232361361,0
201,2024-11-03 23:37:05.403806,208.6783688908813,0
202,2024-11-15 23:37:05.403813,27.505671669945894,0
203,2024-11-03 23:37:05.403819,182.2539996547075,0
204,2024-12-05 23:37:05.403826,583.4585194087225,0
205,2024-08-21 23:37:05.403833,422.00312604190543,0
206,2024-11-03 23:37:05.403839,892.7790393658979,0
207,2025-02-22 23:37:05.403846,817.6261181767024,1
208,2024-10-17 23:37:05.403852,342.4755343461781,0
209,2024-07-19 23:37:05.403859,260.16400999786117,0
210,2025-01-01 23:37:05.403866,380.31271575909966,0
211,2024-03-18 23:37:05.403872,590.704647572293,0
212,2024-07-15 23:37:05.403879,268.79557718205336,0
213,2024-07-14 23:37:05.403886,624.5247589412849,1
214,2024-10-21 23:37:05.403892,410.0022405390492,0
215,2024-10-17 23:37:05.403899,552.4951336711282,0
216,2025-01-02 23:37:05.403905,436.69040260618135,0
217,2024-09-05 23:37:05.403912,295.17129378237576,0
218,2024-07-21 23:37:05.403919,948.5048536551946,0
219,2024-09-17 23:37:05.403925,763.842188365601,0
220,2024-08-10 23:37:05.403932,140.97306259068608,0
221,2024-06-22 23:37:05.403938,868.5995079220149,0
222,2024-04-06 23:37:05.403944,487.9437670512641,0
223,2024-08-05 23:37:05.403951,894.6576746671973,0
224,2024-08-24 23:37:05.403958,800.0554006913679,0
225,2024-10-24 23:37:05.403965,425.7882909647642,0
226,2024-06-14 23:37:05.403971,23.44683901179728,0
227,2024-05-06 23:37:05.403978,269.4086820255611,0
228,2024-05-20 23:37:05.403985,542.0925804462061,0
229,2024-04-05 23:37:05.403991,633.8447416063211,0
230,2024-11-18 23:37:05.403998,258.6297977477691,0
231,2024-08-10 23:37:05.404005,140.2167179987513,0
232,2024-06-29 23:37:05.404012,835.0953065624998,0
233,2024-10-03 23:37:05.404018,984.4177785228486,0
234,2024-11-19 23:37:05.404026,526.1644921203831,0
235,2024-08-07 23:37:05.404032,172.50760656245518,0
236,2024-10-23 23:37:05.404039,273.0350191928496,0
237,2024-08-21 23:37:05.404045,19.372285870919267,0
238,2024-04-04 23:37:05.404052,914.3845077539385,0
239,2024-03-12 23:37:05.404058,118.633331807251,0
240,2024-06-10 23:37:05.404065,576.9399590387393,0
241,2024-09-29 23:37:05.404072,274.7811654665188,0
242,2024-06-17 23:37:05.404079,554.6238245132777,0
243,2024-03-15 23:37:05.404089,651.7689679635124,0
244,2024-09-30 23:37:05.404097,829.9120619034944,0
245,2024-09-29 23:37:05.404104,207.21485048884261,0
246,2024-03-09 23:37:05.404110,11.984832829821997,0
247,2024-08-09 23:37:05.404117,137.74874443873847,0
248,2024-04-22 23:37:05.404124,900.118623206257,0
249,2024-10-19 23:37:05.404131,874.0161874849528,0
250,2025-01-16 23:37:05.404138,597.815689068138,0
251,2024-03-23 23:37:05.404145,600.9163435732197,0
252,2024-03-01 23:37:05.404152,665.3716378717093,0
253,2024-10-18 23:37:05.404158,176.19590734482614,0
254,2024-06-02 23:37:05.404165,914.4975339790349,0
255,2024-09-26 23:37:05.404172,419.35175436718106,1
256,2024-05-02 23:37:05.404179,383.755389721248,0
257,2024-11-17 23:37:05.404186,519.3987875775547,0
258,2024-06-06 23:37:05.404192,47.91900080827999,0
259,2024-06-17 23:37:05.404200,167.11708538732333,0
260,2024-10-03 23:37:05.404206,738.2955828099441,0
261,2024-03-15 23:37:05.404213,83.71586925720135,0
262,2024-11-04 23:37:05.404221,603.5489573569218,0
263,2024-12-26 23:37:05.404227,246.10376057163964,0
264,2025-02-22 23:37:05.404234,389.9063184279346,0
265,2024-04-26 23:37:05.404241,289.4050430339292,0
266,2024-06-15 23:37:05.404248,356.3170437484842,0
267,2024-10-07 23:37:05.404255,719.3268592790613,0
268,2025-01-18 23:37:05.404261,297.82459390755184,0
269,2024-09-17 23:37:05.404355,566.8382356566003,0
270,2025-02-15 23:37:05.404384,476.57435179690054,0
271,2024-07-06 23:37:05.404471,664.0074941972855,0
272,2024-11-17 23:37:05.404491,936.8929095854332,0
273,2024-09-30 23:37:05.404499,732.83952511304,0
274,2024-04-26 23:37:05.404506,215.725438212166,0
275,2024-07-31 23:37:05.404515,32.15195192622339,0
276,2024-10-16 23:37:05.404522,263.00178025552526,0
277,2024-09-25 23:37:05.404529,595.4828527695546,0
278,2025-01-01 23:37:05.404535,52.3743876707661,0
279,2024-10-27 23:37:05.404545,496.8698809540351,0
280,2024-09-16 23:37:05.404556,597.2460060679723,0
281,2024-10-31 23:37:05.404563,334.90964692614386,0
282,2024-12-11 23:37:05.404570,771.1412915420761,0
283,2024-11-03 23:37:05.404577,107.49165488063804,0
284,2024-11-12 23:37:05.404583,76.06264395407295,0
285,2024-03-21 23:37:05.404590,728.4605674473997,0
286,2024-06-15 23:37:05.404598,495.99582488999226,0
287,2024-07-12 23:37:05.404605,688.7139940313083,0
288,2024-11-04 23:37:05.404611,435.3925112651425,0
289,2024-11-17 23:37:05.404618,247.1556312058677,0
290,2024-09-24 23:37:05.404625,819.2832153565255,0
291,2024-03-12 23:37:05.404632,799.6164630900103,0
292,2024-03-23 23:37:05.404639,695.0017743835723,0
293,2024-08-14 23:37:05.404646,272.8729920927327,0
294,2024-04-20 23:37:05.404653,590.640436202218,0
295,2024-09-14 23:37:05.404660,361.61292304308677,0
296,2024-07-31 23:37:05.404667,92.49049125330751,0
297,2024-09-08 23:37:05.404674,917.3962618867805,1
298,2024-09-16 23:37:05.404680,137.68181228804244,0
299,2024-12-18 23:37:05.404687,950.2871164669816,0
300,2024-05-11 23:37:05.404694,446.5597671849978,0
301,2024-05-23 23:37:05.404701,185.94779590978104,0
302,2024-04-26 23:37:05.404709,542.3590464309798,0
303,2024-10-12 23:37:05.404716,873.0728900405319,0
304,2024-08-13 23:37:05.404722,732.4926615231516,0
305,2024-10-19 23:37:05.404729,806.7545867135883,0
306,2025-01-22 23:37:05.404735,659.1245833440066,0
307,2024-09-01 23:37:05.404742,692.5842879533346,0
308,2025-02-02 23:37:05.404749,849.346455913754,0
309,2024-07-01 23:37:05.404755,250.41834085032676,0
310,2024-09-19 23:37:05.404764,489.9355386794973,0
311,2025-01-17 23:37:05.404772,221.98823237778262,0
312,2024-07-09 23:37:05.404778,987.6803399886503,0
313,2024-02-25 23:37:05.404785,944.1152803469266,0
314,2025-01-04 23:37:05.404792,40.387384557137395,0
315,2024-06-05 23:37:05.404799,705.8695973431728,0
316,2024-05-17 23:37:05.404806,925.3230690982501,0
317,2025-01-28 23:37:05.404813,181.3947697822062,0
318,2024-07-13 23:37:05.404820,568.3772853220769,0
319,2024-05-23 23:37:05.404827,915.5728092904538,0
320,2024-05-14 23:37:05.404834,34.91203260721304,0
321,2024-11-19 23:37:05.404841,697.7228469795931,1
322,2024-05-16 23:37:05.404848,298.05165836517824,0
323,2024-04-13 23:37:05.404855,924.4717991811539,0
324,2024-04-26 23:37:05.404862,971.0871869202024,0
